"myframe","Est","Sample","p5","p10","p15","p20","p25","p30","p40","p50","distribution","model","Diam_distribution","dist_name","tree_count"
"myframe_S",5,"n1000",1,1,1,1,1,1,1,1,"Truncated uniform left","Model 1","J","Truncated uniform left",1000
"myframe_S",6,"n10",0.2455,0.479,0.6684,0.8091,0.9004,0.9554,0.9953,0.9999,"Truncated uniform left","Model 1","J","Truncated uniform left",10
"myframe_S",6,"n15",0.2974,0.5624,0.7541,0.8858,0.9511,0.982,0.999,1,"Truncated uniform left","Model 1","J","Truncated uniform left",15
"myframe_S",6,"n30",0.3764,0.672,0.8647,0.9601,0.9895,0.998,1,1,"Truncated uniform left","Model 1","J","Truncated uniform left",30
"myframe_S",6,"n45",0.4526,0.7715,0.9324,0.9891,0.9989,0.9999,1,1,"Truncated uniform left","Model 1","J","Truncated uniform left",45
"myframe_S",6,"n80",0.5664,0.8837,0.9797,0.998,0.9999,1,1,1,"Truncated uniform left","Model 1","J","Truncated uniform left",80
"myframe_S",6,"n130",0.6774,0.9553,0.9976,1,1,1,1,1,"Truncated uniform left","Model 1","J","Truncated uniform left",130
"myframe_S",6,"n215",0.7958,0.9902,0.9999,1,1,1,1,1,"Truncated uniform left","Model 1","J","Truncated uniform left",215
"myframe_S",6,"n360",0.8963,0.999,1,1,1,1,1,1,"Truncated uniform left","Model 1","J","Truncated uniform left",360
"myframe_S",6,"n600",0.9622,0.9999,1,1,1,1,1,1,"Truncated uniform left","Model 1","J","Truncated uniform left",600
"myframe_S",6,"n1000",0.9922,1,1,1,1,1,1,1,"Truncated uniform left","Model 1","J","Truncated uniform left",1000
"myframe_S",7,"n10",0.1423,0.2766,0.4083,0.5336,0.6368,0.7338,0.8721,0.9499,"Truncated uniform left","Model 1","J","Truncated uniform left",10
"myframe_S",7,"n15",0.1921,0.3741,0.5354,0.6735,0.7894,0.8739,0.9611,0.9921,"Truncated uniform left","Model 1","J","Truncated uniform left",15
"myframe_S",7,"n30",0.2716,0.5054,0.6934,0.8308,0.9163,0.966,0.9965,0.9996,"Truncated uniform left","Model 1","J","Truncated uniform left",30
"myframe_S",7,"n45",0.3154,0.5894,0.7821,0.9027,0.966,0.9895,0.9999,1,"Truncated uniform left","Model 1","J","Truncated uniform left",45
"myframe_S",7,"n80",0.4212,0.7375,0.9123,0.9778,0.9953,0.9998,1,1,"Truncated uniform left","Model 1","J","Truncated uniform left",80
"myframe_S",7,"n130",0.5404,0.8653,0.9762,0.998,0.9998,1,1,1,"Truncated uniform left","Model 1","J","Truncated uniform left",130
"myframe_S",7,"n215",0.6459,0.9405,0.9954,0.9999,1,1,1,1,"Truncated uniform left","Model 1","J","Truncated uniform left",215
"myframe_S",7,"n360",0.7693,0.9832,0.9998,1,1,1,1,1,"Truncated uniform left","Model 1","J","Truncated uniform left",360
"myframe_S",7,"n600",0.8695,0.998,1,1,1,1,1,1,"Truncated uniform left","Model 1","J","Truncated uniform left",600
"myframe_S",7,"n1000",0.9463,1,1,1,1,1,1,1,"Truncated uniform left","Model 1","J","Truncated uniform left",1000
"myframe_S",8,"n10",0.1121,0.226,0.3335,0.4392,0.5416,0.6365,0.7879,0.8903,"Truncated uniform left","Model 1","J","Truncated uniform left",10
"myframe_S",8,"n15",0.1564,0.3086,0.4545,0.5884,0.6974,0.7848,0.9112,0.9706,"Truncated uniform left","Model 1","J","Truncated uniform left",15
"myframe_S",8,"n30",0.2139,0.4177,0.5926,0.7427,0.8489,0.9183,0.9825,0.9971,"Truncated uniform left","Model 1","J","Truncated uniform left",30
"myframe_S",8,"n45",0.2647,0.5066,0.6946,0.8334,0.9224,0.9682,0.9968,0.9998,"Truncated uniform left","Model 1","J","Truncated uniform left",45
"myframe_S",8,"n80",0.3338,0.6169,0.8129,0.924,0.9735,0.9921,0.9996,1,"Truncated uniform left","Model 1","J","Truncated uniform left",80
"myframe_S",8,"n130",0.4207,0.7292,0.8979,0.9716,0.9933,0.9993,1,1,"Truncated uniform left","Model 1","J","Truncated uniform left",130
"myframe_S",8,"n215",0.5306,0.8408,0.9659,0.9961,0.9999,1,1,1,"Truncated uniform left","Model 1","J","Truncated uniform left",215
"myframe_S",8,"n360",0.6367,0.9325,0.9937,1,1,1,1,1,"Truncated uniform left","Model 1","J","Truncated uniform left",360
"myframe_S",8,"n600",0.7586,0.9829,0.9997,1,1,1,1,1,"Truncated uniform left","Model 1","J","Truncated uniform left",600
"myframe_S",8,"n1000",0.8661,0.9977,1,1,1,1,1,1,"Truncated uniform left","Model 1","J","Truncated uniform left",1000
"myframe_S",1,"n10",0.0794,0.1573,0.2327,0.3125,0.3904,0.4699,0.6163,0.7412,"Parabolic","Model 3","J","Parabolic",10
"myframe_S",1,"n15",0.0804,0.1556,0.2398,0.3165,0.3964,0.4731,0.6159,0.7424,"Parabolic","Model 3","J","Parabolic",15
"myframe_S",1,"n30",0.1391,0.2751,0.4132,0.5385,0.6488,0.7372,0.8791,0.9504,"Parabolic","Model 3","J","Parabolic",30
"myframe_S",1,"n45",0.1661,0.3183,0.466,0.5977,0.7102,0.7979,0.9184,0.978,"Parabolic","Model 3","J","Parabolic",45
"myframe_S",1,"n80",0.1992,0.3848,0.5525,0.6857,0.7999,0.8755,0.9631,0.994,"Parabolic","Model 3","J","Parabolic",80
"myframe_S",1,"n130",0.2623,0.501,0.696,0.8338,0.9185,0.964,0.9954,0.9996,"Parabolic","Model 3","J","Parabolic",130
"myframe_S",1,"n215",0.3399,0.6211,0.8074,0.9224,0.972,0.9939,0.9999,1,"Parabolic","Model 3","J","Parabolic",215
"myframe_S",1,"n360",0.4186,0.7277,0.9021,0.9742,0.9951,0.9989,1,1,"Parabolic","Model 3","J","Parabolic",360
"myframe_S",1,"n600",0.5192,0.8469,0.9669,0.9955,0.9995,1,1,1,"Parabolic","Model 3","J","Parabolic",600
"myframe_S",1,"n1000",0.6298,0.9256,0.9921,0.9996,1,1,1,1,"Parabolic","Model 3","J","Parabolic",1000
"myframe_S",2,"n10",0.0765,0.1524,0.226,0.2993,0.3704,0.4406,0.5743,0.7003,"Parabolic","Model 3","J","Parabolic",10
"myframe_S",2,"n15",0.1245,0.238,0.3549,0.4631,0.5597,0.6564,0.7995,0.9015,"Parabolic","Model 3","J","Parabolic",15
"myframe_S",2,"n30",0.1333,0.2715,0.4056,0.5228,0.6363,0.7284,0.8719,0.9501,"Parabolic","Model 3","J","Parabolic",30
"myframe_S",2,"n45",0.1967,0.3707,0.529,0.6702,0.781,0.866,0.9609,0.992,"Parabolic","Model 3","J","Parabolic",45
"myframe_S",2,"n80",0.249,0.4674,0.6487,0.7958,0.8903,0.9471,0.9925,0.9997,"Parabolic","Model 3","J","Parabolic",80
"myframe_S",2,"n130",0.3059,0.5706,0.7617,0.8857,0.9573,0.9855,0.9988,1,"Parabolic","Model 3","J","Parabolic",130
"myframe_S",2,"n215",0.3821,0.6846,0.8743,0.9603,0.9888,0.9977,1,1,"Parabolic","Model 3","J","Parabolic",215
"myframe_S",2,"n360",0.4796,0.8018,0.9462,0.9913,0.9992,0.9999,1,1,"Parabolic","Model 3","J","Parabolic",360
"myframe_S",2,"n600",0.5855,0.8998,0.9874,0.9995,1,1,1,1,"Parabolic","Model 3","J","Parabolic",600
"myframe_S",2,"n1000",0.6996,0.9654,0.9986,1,1,1,1,1,"Parabolic","Model 3","J","Parabolic",1000
"myframe_S",3,"n10",0.1256,0.2496,0.3642,0.4705,0.5726,0.6615,0.8045,0.903,"Parabolic","Model 3","J","Parabolic",10
"myframe_S",3,"n15",0.1302,0.249,0.3651,0.4687,0.5664,0.6551,0.8025,0.8992,"Parabolic","Model 3","J","Parabolic",15
"myframe_S",3,"n30",0.1798,0.351,0.5004,0.6373,0.7447,0.8359,0.9386,0.9855,"Parabolic","Model 3","J","Parabolic",30
"myframe_S",3,"n45",0.2093,0.4077,0.581,0.7159,0.8275,0.905,0.9789,0.9971,"Parabolic","Model 3","J","Parabolic",45
"myframe_S",3,"n80",0.2823,0.5284,0.7199,0.8494,0.9298,0.9716,0.9981,1,"Parabolic","Model 3","J","Parabolic",80
"myframe_S",3,"n130",0.3432,0.6233,0.8213,0.929,0.9748,0.9945,0.9999,1,"Parabolic","Model 3","J","Parabolic",130
"myframe_S",3,"n215",0.4372,0.7566,0.9195,0.9818,0.998,0.9998,1,1,"Parabolic","Model 3","J","Parabolic",215
"myframe_S",3,"n360",0.536,0.8628,0.9735,0.9975,0.9999,1,1,1,"Parabolic","Model 3","J","Parabolic",360
"myframe_S",3,"n600",0.6503,0.9416,0.9958,1,1,1,1,1,"Parabolic","Model 3","J","Parabolic",600
"myframe_S",3,"n1000",0.7733,0.9844,0.9994,1,1,1,1,1,"Parabolic","Model 3","J","Parabolic",1000
"myframe_S",4,"n10",0.1222,0.2414,0.3571,0.4674,0.5673,0.6611,0.8047,0.9046,"Parabolic","Model 3","J","Parabolic",10
"myframe_S",4,"n15",0.1325,0.261,0.3828,0.4952,0.6029,0.6943,0.8425,0.9308,"Parabolic","Model 3","J","Parabolic",15
"myframe_S",4,"n30",0.1918,0.387,0.5539,0.6905,0.7952,0.8757,0.9655,0.993,"Parabolic","Model 3","J","Parabolic",30
"myframe_S",4,"n45",0.2365,0.4483,0.6255,0.7677,0.8682,0.932,0.9871,0.9986,"Parabolic","Model 3","J","Parabolic",45
"myframe_S",4,"n80",0.3011,0.5649,0.7589,0.8855,0.9522,0.9849,0.9994,1,"Parabolic","Model 3","J","Parabolic",80
"myframe_S",4,"n130",0.3664,0.6655,0.8564,0.9508,0.986,0.9976,0.9999,1,"Parabolic","Model 3","J","Parabolic",130
"myframe_S",4,"n215",0.473,0.8044,0.9456,0.9898,0.9993,0.9999,1,1,"Parabolic","Model 3","J","Parabolic",215
"myframe_S",4,"n360",0.59,0.8939,0.9853,0.999,1,1,1,1,"Parabolic","Model 3","J","Parabolic",360
"myframe_S",4,"n600",0.6854,0.9623,0.9987,1,1,1,1,1,"Parabolic","Model 3","J","Parabolic",600
"myframe_S",4,"n1000",0.8098,0.9926,0.9999,1,1,1,1,1,"Parabolic","Model 3","J","Parabolic",1000
"myframe_S",5,"n10",0.1492,0.2879,0.428,0.5511,0.6604,0.755,0.8884,0.9523,"Parabolic","Model 3","J","Parabolic",10
"myframe_S",5,"n15",0.1496,0.2945,0.4419,0.569,0.6782,0.7763,0.9041,0.9677,"Parabolic","Model 3","J","Parabolic",15
"myframe_S",5,"n30",0.2326,0.4526,0.6328,0.7776,0.8771,0.9324,0.9887,0.9985,"Parabolic","Model 3","J","Parabolic",30
"myframe_S",5,"n45",0.2665,0.5098,0.7096,0.8442,0.9303,0.9732,0.9975,0.9996,"Parabolic","Model 3","J","Parabolic",45
"myframe_S",5,"n80",0.3615,0.6557,0.8433,0.9404,0.9844,0.9974,0.9998,1,"Parabolic","Model 3","J","Parabolic",80
"myframe_S",5,"n130",0.4526,0.7611,0.9242,0.9834,0.9967,0.9997,1,1,"Parabolic","Model 3","J","Parabolic",130
"myframe_S",5,"n215",0.5638,0.8769,0.9804,0.9981,1,1,1,1,"Parabolic","Model 3","J","Parabolic",215
"myframe_S",5,"n360",0.6772,0.9566,0.9975,0.9999,1,1,1,1,"Parabolic","Model 3","J","Parabolic",360
"myframe_S",5,"n600",0.7921,0.9896,0.9999,1,1,1,1,1,"Parabolic","Model 3","J","Parabolic",600
"myframe_S",5,"n1000",0.8989,0.999,1,1,1,1,1,1,"Parabolic","Model 3","J","Parabolic",1000
"myframe_S",6,"n10",0.1413,0.2867,0.4233,0.5469,0.6558,0.7537,0.8835,0.9551,"Parabolic","Model 3","J","Parabolic",10
"myframe_S",6,"n15",0.1692,0.3326,0.4915,0.633,0.7473,0.8381,0.9413,0.9843,"Parabolic","Model 3","J","Parabolic",15
"myframe_S",6,"n30",0.231,0.4523,0.6485,0.7884,0.8887,0.9485,0.9908,0.9991,"Parabolic","Model 3","J","Parabolic",30
"myframe_S",6,"n45",0.297,0.549,0.7431,0.878,0.948,0.9827,0.9986,1,"Parabolic","Model 3","J","Parabolic",45
"myframe_S",6,"n80",0.3837,0.6795,0.8652,0.9591,0.9918,0.9991,1,1,"Parabolic","Model 3","J","Parabolic",80
"myframe_S",6,"n130",0.4659,0.7976,0.944,0.9889,0.9988,1,1,1,"Parabolic","Model 3","J","Parabolic",130
"myframe_S",6,"n215",0.5777,0.8947,0.9858,0.9991,1,1,1,1,"Parabolic","Model 3","J","Parabolic",215
"myframe_S",6,"n360",0.6931,0.9635,0.9982,1,1,1,1,1,"Parabolic","Model 3","J","Parabolic",360
"myframe_S",6,"n600",0.817,0.9915,0.9999,1,1,1,1,1,"Parabolic","Model 3","J","Parabolic",600
"myframe_S",6,"n1000",0.9044,0.9995,1,1,1,1,1,1,"Parabolic","Model 3","J","Parabolic",1000
"myframe_S",7,"n10",0.1633,0.3189,0.4702,0.6029,0.715,0.8038,0.9188,0.9672,"Parabolic","Model 3","J","Parabolic",10
"myframe_S",7,"n15",0.1664,0.3299,0.4855,0.627,0.7439,0.8353,0.9389,0.9811,"Parabolic","Model 3","J","Parabolic",15
"myframe_S",7,"n30",0.2245,0.4484,0.6448,0.7962,0.8985,0.9547,0.9941,0.9994,"Parabolic","Model 3","J","Parabolic",30
"myframe_S",7,"n45",0.283,0.5464,0.7537,0.8866,0.9565,0.9856,0.9993,1,"Parabolic","Model 3","J","Parabolic",45
"myframe_S",7,"n80",0.3919,0.6959,0.8803,0.966,0.9928,0.9989,1,1,"Parabolic","Model 3","J","Parabolic",80
"myframe_S",7,"n130",0.4775,0.8027,0.9485,0.9923,0.999,0.9999,1,1,"Parabolic","Model 3","J","Parabolic",130
"myframe_S",7,"n215",0.5887,0.9038,0.9902,0.9995,1,1,1,1,"Parabolic","Model 3","J","Parabolic",215
"myframe_S",7,"n360",0.7066,0.9672,0.9996,0.9999,1,1,1,1,"Parabolic","Model 3","J","Parabolic",360
"myframe_S",7,"n600",0.8314,0.9947,0.9999,1,1,1,1,1,"Parabolic","Model 3","J","Parabolic",600
"myframe_S",7,"n1000",0.9176,0.9997,1,1,1,1,1,1,"Parabolic","Model 3","J","Parabolic",1000
"myframe_S",8,"n10",0.1979,0.3778,0.5411,0.6788,0.7888,0.8706,0.9571,0.9867,"Parabolic","Model 3","J","Parabolic",10
"myframe_S",8,"n15",0.2049,0.4015,0.5755,0.722,0.8304,0.902,0.969,0.9916,"Parabolic","Model 3","J","Parabolic",15
"myframe_S",8,"n30",0.2314,0.4646,0.6635,0.8153,0.9161,0.967,0.9968,1,"Parabolic","Model 3","J","Parabolic",30
"myframe_S",8,"n45",0.2877,0.5489,0.7617,0.8926,0.9616,0.9878,0.9994,0.9999,"Parabolic","Model 3","J","Parabolic",45
"myframe_S",8,"n80",0.3864,0.6911,0.883,0.9686,0.9945,0.9995,1,1,"Parabolic","Model 3","J","Parabolic",80
"myframe_S",8,"n130",0.4797,0.8142,0.9593,0.995,0.9997,1,1,1,"Parabolic","Model 3","J","Parabolic",130
"myframe_S",8,"n215",0.5949,0.9113,0.9901,0.9993,0.9999,1,1,1,"Parabolic","Model 3","J","Parabolic",215
"myframe_S",8,"n360",0.7311,0.9735,0.9993,1,1,1,1,1,"Parabolic","Model 3","J","Parabolic",360
"myframe_S",8,"n600",0.8429,0.9961,1,1,1,1,1,1,"Parabolic","Model 3","J","Parabolic",600
"myframe_S",8,"n1000",0.9331,1,1,1,1,1,1,1,"Parabolic","Model 3","J","Parabolic",1000
"myframe_S",1,"n10",0.1338,0.2727,0.4043,0.5281,0.6425,0.7384,0.8727,0.9303,"Proportional","Model 3","J","Proportional",10
"myframe_S",1,"n15",0.2758,0.5184,0.7255,0.8749,0.9553,0.9878,0.9997,1,"Proportional","Model 3","J","Proportional",15
"myframe_S",1,"n30",0.4323,0.7562,0.9327,0.9893,0.9998,1,1,1,"Proportional","Model 3","J","Proportional",30
"myframe_S",1,"n45",0.5054,0.8379,0.9678,0.998,1,1,1,1,"Proportional","Model 3","J","Proportional",45
"myframe_S",1,"n80",0.6197,0.9131,0.9874,0.9983,0.9997,1,1,1,"Proportional","Model 3","J","Proportional",80
"myframe_S",1,"n130",0.7613,0.9801,0.9994,0.9999,1,1,1,1,"Proportional","Model 3","J","Proportional",130
"myframe_S",1,"n215",0.7451,0.9693,0.9968,0.9998,1,1,1,1,"Proportional","Model 3","J","Proportional",215
"myframe_S",1,"n360",0.8569,0.9928,0.9998,1,1,1,1,1,"Proportional","Model 3","J","Proportional",360
"myframe_S",1,"n600",0.9298,0.9986,1,1,1,1,1,1,"Proportional","Model 3","J","Proportional",600
"myframe_S",1,"n1000",0.9768,0.9999,1,1,1,1,1,1,"Proportional","Model 3","J","Proportional",1000
"myframe_S",1,"n10",0.0289,0.0602,0.0918,0.1248,0.1582,0.1945,0.2702,0.3671,"Skewed left","Model 3","J","Skewed left",10
"myframe_S",1,"n15",0.0369,0.0785,0.117,0.1551,0.1943,0.2382,0.3364,0.4525,"Skewed left","Model 3","J","Skewed left",15
"myframe_S",1,"n30",0.0554,0.1114,0.1695,0.2271,0.2855,0.3461,0.4773,0.6037,"Skewed left","Model 3","J","Skewed left",30
"myframe_S",1,"n45",0.0687,0.1399,0.2061,0.2763,0.3516,0.4253,0.5689,0.6868,"Skewed left","Model 3","J","Skewed left",45
"myframe_S",1,"n80",0.0951,0.1871,0.2762,0.3719,0.4604,0.5452,0.6891,0.7805,"Skewed left","Model 3","J","Skewed left",80
"myframe_S",1,"n130",0.1147,0.2372,0.3588,0.4678,0.5715,0.6596,0.7917,0.8581,"Skewed left","Model 3","J","Skewed left",130
"myframe_S",1,"n215",0.1489,0.2964,0.4396,0.5665,0.6736,0.7608,0.8703,0.9162,"Skewed left","Model 3","J","Skewed left",215
"myframe_S",1,"n360",0.1932,0.3788,0.552,0.692,0.7925,0.8645,0.9376,0.9677,"Skewed left","Model 3","J","Skewed left",360
"myframe_S",1,"n600",0.2637,0.4953,0.6818,0.8089,0.8927,0.9394,0.9761,0.9897,"Skewed left","Model 3","J","Skewed left",600
"myframe_S",1,"n1000",0.3252,0.5938,0.7899,0.9012,0.9542,0.9765,0.9942,0.9985,"Skewed left","Model 3","J","Skewed left",1000
"myframe_S",2,"n10",0.0861,0.1735,0.2628,0.3526,0.4416,0.53,0.6737,0.7779,"Skewed left","Model 3","J","Skewed left",10
"myframe_S",2,"n15",0.1123,0.2228,0.3361,0.4434,0.5425,0.6413,0.7855,0.8549,"Skewed left","Model 3","J","Skewed left",15
"myframe_S",2,"n30",0.1663,0.3216,0.4712,0.605,0.7174,0.7991,0.8934,0.9334,"Skewed left","Model 3","J","Skewed left",30
"myframe_S",2,"n45",0.2013,0.3943,0.5599,0.6995,0.8031,0.8751,0.9434,0.9715,"Skewed left","Model 3","J","Skewed left",45
"myframe_S",2,"n80",0.2694,0.5105,0.709,0.8405,0.9169,0.9536,0.9829,0.9939,"Skewed left","Model 3","J","Skewed left",80
"myframe_S",2,"n130",0.3394,0.6179,0.811,0.9153,0.9665,0.9823,0.9965,0.9994,"Skewed left","Model 3","J","Skewed left",130
"myframe_S",2,"n215",0.4228,0.7397,0.914,0.9717,0.9916,0.9977,0.9998,1,"Skewed left","Model 3","J","Skewed left",215
"myframe_S",2,"n360",0.5279,0.859,0.9678,0.9945,0.9993,0.9999,1,1,"Skewed left","Model 3","J","Skewed left",360
"myframe_S",2,"n600",0.6544,0.9424,0.9947,0.9997,1,1,1,1,"Skewed left","Model 3","J","Skewed left",600
"myframe_S",2,"n1000",0.7821,0.9866,0.9999,1,1,1,1,1,"Skewed left","Model 3","J","Skewed left",1000
"myframe_S",3,"n10",0.1892,0.3699,0.5347,0.6756,0.7934,0.8708,0.9453,0.9741,"Skewed left","Model 3","J","Skewed left",10
"myframe_S",3,"n15",0.2204,0.4356,0.6226,0.7711,0.8713,0.9307,0.9755,0.9929,"Skewed left","Model 3","J","Skewed left",15
"myframe_S",3,"n30",0.3019,0.553,0.7552,0.8778,0.9436,0.9751,0.9958,0.9998,"Skewed left","Model 3","J","Skewed left",30
"myframe_S",3,"n45",0.361,0.6618,0.8503,0.9421,0.979,0.9933,0.9998,0.9999,"Skewed left","Model 3","J","Skewed left",45
"myframe_S",3,"n80",0.4642,0.7842,0.933,0.9827,0.9969,0.9996,1,1,"Skewed left","Model 3","J","Skewed left",80
"myframe_S",3,"n130",0.5852,0.8974,0.9832,0.9977,0.9996,1,1,1,"Skewed left","Model 3","J","Skewed left",130
"myframe_S",3,"n215",0.6908,0.96,0.9964,0.9999,1,1,1,1,"Skewed left","Model 3","J","Skewed left",215
"myframe_S",3,"n360",0.8141,0.9927,0.9997,1,1,1,1,1,"Skewed left","Model 3","J","Skewed left",360
"myframe_S",3,"n600",0.9118,0.9988,1,1,1,1,1,1,"Skewed left","Model 3","J","Skewed left",600
"myframe_S",3,"n1000",0.9732,1,1,1,1,1,1,1,"Skewed left","Model 3","J","Skewed left",1000
"myframe_S",4,"n10",0.2764,0.5223,0.7282,0.8675,0.9419,0.9812,0.9993,1,"Skewed left","Model 3","J","Skewed left",10
"myframe_S",4,"n15",0.3911,0.704,0.8899,0.97,0.9949,0.9991,1,1,"Skewed left","Model 3","J","Skewed left",15
"myframe_S",4,"n30",0.4911,0.8147,0.9606,0.9929,0.9993,1,1,1,"Skewed left","Model 3","J","Skewed left",30
"myframe_S",4,"n45",0.6134,0.9233,0.9937,0.9997,1,1,1,1,"Skewed left","Model 3","J","Skewed left",45
"myframe_S",4,"n80",0.7352,0.9732,0.9993,1,1,1,1,1,"Skewed left","Model 3","J","Skewed left",80
"myframe_S",4,"n130",0.8511,0.9946,0.9998,1,1,1,1,1,"Skewed left","Model 3","J","Skewed left",130
"myframe_S",4,"n215",0.9319,0.9997,1,1,1,1,1,1,"Skewed left","Model 3","J","Skewed left",215
"myframe_S",4,"n360",0.9849,1,1,1,1,1,1,1,"Skewed left","Model 3","J","Skewed left",360
"myframe_S",4,"n600",0.9976,1,1,1,1,1,1,1,"Skewed left","Model 3","J","Skewed left",600
"myframe_S",4,"n1000",1,1,1,1,1,1,1,1,"Skewed left","Model 3","J","Skewed left",1000
"myframe_S",5,"n10",0.3984,0.7154,0.8982,0.9747,0.9965,0.9996,0.9998,0.9999,"Skewed left","Model 3","J","Skewed left",10
"myframe_S",5,"n15",0.4773,0.8054,0.9544,0.9942,0.9994,1,1,1,"Skewed left","Model 3","J","Skewed left",15
"myframe_S",5,"n30",0.6387,0.9347,0.9952,0.9999,1,1,1,1,"Skewed left","Model 3","J","Skewed left",30
"myframe_S",5,"n45",0.7429,0.9763,0.999,0.9999,1,1,1,1,"Skewed left","Model 3","J","Skewed left",45
"myframe_S",5,"n80",0.8617,0.9973,1,1,1,1,1,1,"Skewed left","Model 3","J","Skewed left",80
"myframe_S",5,"n130",0.943,1,1,1,1,1,1,1,"Skewed left","Model 3","J","Skewed left",130
"myframe_S",5,"n215",0.9852,1,1,1,1,1,1,1,"Skewed left","Model 3","J","Skewed left",215
"myframe_S",5,"n360",0.9985,1,1,1,1,1,1,1,"Skewed left","Model 3","J","Skewed left",360
"myframe_S",5,"n600",1,1,1,1,1,1,1,1,"Skewed left","Model 3","J","Skewed left",600
"myframe_S",5,"n1000",1,1,1,1,1,1,1,1,"Skewed left","Model 3","J","Skewed left",1000
"myframe_S",6,"n10",0.3759,0.6938,0.8876,0.9693,0.9962,0.9995,0.9996,0.9996,"Skewed left","Model 3","J","Skewed left",10
"myframe_S",6,"n15",0.3719,0.6732,0.8632,0.9528,0.9885,0.9973,0.9999,1,"Skewed left","Model 3","J","Skewed left",15
"myframe_S",6,"n30",0.4938,0.8193,0.9504,0.9913,0.9985,0.9998,1,1,"Skewed left","Model 3","J","Skewed left",30
"myframe_S",6,"n45",0.5841,0.8879,0.9814,0.9984,1,1,1,1,"Skewed left","Model 3","J","Skewed left",45
"myframe_S",6,"n80",0.6667,0.949,0.9964,1,1,1,1,1,"Skewed left","Model 3","J","Skewed left",80
"myframe_S",6,"n130",0.8021,0.9907,0.9997,1,1,1,1,1,"Skewed left","Model 3","J","Skewed left",130
"myframe_S",6,"n215",0.8945,0.9986,1,1,1,1,1,1,"Skewed left","Model 3","J","Skewed left",215
"myframe_S",6,"n360",0.9607,1,1,1,1,1,1,1,"Skewed left","Model 3","J","Skewed left",360
"myframe_S",6,"n600",0.9905,1,1,1,1,1,1,1,"Skewed left","Model 3","J","Skewed left",600
"myframe_S",6,"n1000",0.9988,1,1,1,1,1,1,1,"Skewed left","Model 3","J","Skewed left",1000
"myframe_S",7,"n10",0.2878,0.5392,0.732,0.8626,0.9358,0.9724,0.9975,1,"Skewed left","Model 3","J","Skewed left",10
"myframe_S",7,"n15",0.2475,0.4645,0.6486,0.7855,0.8836,0.9415,0.9902,0.9989,"Skewed left","Model 3","J","Skewed left",15
"myframe_S",7,"n30",0.3159,0.5874,0.7891,0.9087,0.9673,0.989,0.9995,1,"Skewed left","Model 3","J","Skewed left",30
"myframe_S",7,"n45",0.3748,0.68,0.8712,0.959,0.9896,0.9985,1,1,"Skewed left","Model 3","J","Skewed left",45
"myframe_S",7,"n80",0.4795,0.8027,0.9541,0.9927,0.999,0.9999,1,1,"Skewed left","Model 3","J","Skewed left",80
"myframe_S",7,"n130",0.6062,0.9129,0.989,0.9996,1,1,1,1,"Skewed left","Model 3","J","Skewed left",130
"myframe_S",7,"n215",0.717,0.9678,0.9993,1,1,1,1,1,"Skewed left","Model 3","J","Skewed left",215
"myframe_S",7,"n360",0.8387,0.9954,1,1,1,1,1,1,"Skewed left","Model 3","J","Skewed left",360
"myframe_S",7,"n600",0.926,0.9993,1,1,1,1,1,1,"Skewed left","Model 3","J","Skewed left",600
"myframe_S",7,"n1000",0.9735,0.9999,1,1,1,1,1,1,"Skewed left","Model 3","J","Skewed left",1000
"myframe_S",8,"n10",0.1891,0.3646,0.5227,0.657,0.7641,0.8464,0.9473,0.9861,"Skewed left","Model 3","J","Skewed left",10
"myframe_S",8,"n15",0.2354,0.4502,0.6363,0.7762,0.8773,0.9365,0.9905,0.9992,"Skewed left","Model 3","J","Skewed left",15
"myframe_S",8,"n30",0.2388,0.463,0.657,0.802,0.9001,0.9561,0.9941,0.9997,"Skewed left","Model 3","J","Skewed left",30
"myframe_S",8,"n45",0.2805,0.5355,0.7365,0.8731,0.9511,0.9862,0.9995,1,"Skewed left","Model 3","J","Skewed left",45
"myframe_S",8,"n80",0.3629,0.6642,0.8625,0.9584,0.9923,0.9992,1,1,"Skewed left","Model 3","J","Skewed left",80
"myframe_S",8,"n130",0.4607,0.7745,0.9359,0.9892,0.9995,0.9998,1,1,"Skewed left","Model 3","J","Skewed left",130
"myframe_S",8,"n215",0.5644,0.8849,0.9821,0.9991,0.9999,1,1,1,"Skewed left","Model 3","J","Skewed left",215
"myframe_S",8,"n360",0.693,0.9591,0.998,1,1,1,1,1,"Skewed left","Model 3","J","Skewed left",360
"myframe_S",8,"n600",0.8097,0.9929,1,1,1,1,1,1,"Skewed left","Model 3","J","Skewed left",600
"myframe_S",8,"n1000",0.9084,0.9994,1,1,1,1,1,1,"Skewed left","Model 3","J","Skewed left",1000
"myframe_S",1,"n10",0.0248,0.05,0.0725,0.0987,0.1276,0.1523,0.2051,0.2701,"Skewed right","Model 3","J","Skewed right",10
"myframe_S",1,"n15",0.0305,0.0581,0.091,0.1205,0.1516,0.1815,0.254,0.3296,"Skewed right","Model 3","J","Skewed right",15
"myframe_S",1,"n30",0.0404,0.0845,0.1268,0.1644,0.2116,0.26,0.3523,0.4559,"Skewed right","Model 3","J","Skewed right",30
"myframe_S",1,"n45",0.0528,0.1095,0.1663,0.2229,0.2802,0.3346,0.4573,0.5709,"Skewed right","Model 3","J","Skewed right",45
